0.314159	1.41372	1.69224	1.38221
0.628319	1.25664	1.10926	1.24126
0.942478	1.09956	1.19556	1.08975
1.25664	0.942478	0.874589	0.935597
1.5708	0.785398	0.834921	0.780399
1.88496	0.628319	0.59226	0.624686
2.19911	0.471239	0.496559	0.468691
2.51327	0.314159	0.298001	0.312535
2.82743	0.15708	0.164959	0.156288
3.14159	0	0	-7.26671e-16
3.45575	-0.15708	-0.164959	-0.156288
3.76991	-0.314159	-0.298001	-0.312535
4.08407	-0.471239	-0.496559	-0.468691
4.39823	-0.628319	-0.59226	-0.624686
4.71239	-0.785398	-0.834921	-0.780399
5.02655	-0.942478	-0.874589	-0.935597
5.34071	-1.09956	-1.19556	-1.08975
5.65487	-1.25664	-1.10926	-1.24126
5.96903	-1.41372	-1.69224	-1.38221
6.28319	-1.5708	-2.44921e-15	-2.66603e-14
