0.314159	1.41372	1.26108	1.41385
0.628319	1.25664	1.272	1.25665
0.942478	1.09956	1.09495	1.09956
1.25664	0.942478	0.944427	0.94248
1.5708	0.785398	0.784413	0.785399
1.88496	0.628319	0.628867	0.628319
2.19911	0.471239	0.470921	0.471239
2.51327	0.314159	0.314338	0.314159
2.82743	0.15708	0.156999	0.15708
3.14159	0	6.43018e-17	-4.17397e-18
3.45575	-0.15708	-0.156999	-0.15708
3.76991	-0.314159	-0.314338	-0.314159
4.08407	-0.471239	-0.470921	-0.471239
4.39823	-0.628319	-0.628867	-0.628319
4.71239	-0.785398	-0.784413	-0.785399
5.02655	-0.942478	-0.944427	-0.94248
5.34071	-1.09956	-1.09495	-1.09956
5.65487	-1.25664	-1.272	-1.25665
5.96903	-1.41372	-1.26108	-1.41385
6.28319	-1.5708	-1.31928e-15	-1.5791e-14
