0.0392699	1.55116	0.388833	1.7485
0.0785398	1.53153	0.754935	1.52155
0.11781	1.51189	1.07785	1.45411
0.15708	1.49226	1.34139	1.55529
0.19635	1.47262	1.53515	1.43863
0.235619	1.45299	1.65532	1.44978
0.274889	1.43335	1.70474	1.46145
0.314159	1.41372	1.69224	1.38221
0.353429	1.39408	1.6313	1.41088
0.392699	1.37445	1.53826	1.37879
0.431969	1.35481	1.43033	1.33556
0.471239	1.33518	1.3236	1.35598
0.510509	1.31554	1.2313	1.30526
0.549779	1.29591	1.16261	1.29125
0.589049	1.27627	1.12202	1.29125
0.628319	1.25664	1.10926	1.24126
0.667588	1.237	1.11997	1.24382
0.706858	1.21737	1.14677	1.22216
0.746128	1.19773	1.1806	1.1853
0.785398	1.1781	1.21227	1.19016
0.824668	1.15846	1.2338	1.15381
0.863938	1.13883	1.23949	1.13397
0.903208	1.11919	1.22661	1.12992
0.942478	1.09956	1.19556	1.08975
0.981748	1.07992	1.14955	1.08308
1.02102	1.06029	1.09393	1.06518
1.06029	1.04065	1.03517	1.03116
1.09956	1.02102	0.979816	1.02918
1.13883	1.00138	0.933428	0.999335
1.1781	0.981748	0.899805	0.976829
1.21737	0.962113	0.880475	0.970666
1.25664	0.942478	0.874589	0.935597
1.29591	0.922843	0.879186	0.924026
1.33518	0.903208	0.889775	0.908143
1.37445	0.883573	0.901129	0.875774
1.41372	0.863938	0.90815	0.869792
1.45299	0.844303	0.906679	0.84382
1.49226	0.824668	0.894119	0.819722
1.53153	0.805033	0.869783	0.812209
1.5708	0.785398	0.834921	0.780399
1.61007	0.765763	0.792443	0.765661
1.64934	0.746128	0.746388	0.751082
1.68861	0.726493	0.701224	0.719848
1.72788	0.706858	0.661117	0.711128
1.76715	0.687223	0.629263	0.687828
1.80642	0.667588	0.607407	0.662629
1.84569	0.647953	0.595602	0.654137
1.88496	0.628319	0.59226	0.624686
1.92423	0.608684	0.594449	0.607638
1.9635	0.589049	0.598417	0.594012
2.00277	0.569414	0.600221	0.56364
2.04204	0.549779	0.596375	0.552843
2.08131	0.530144	0.584406	0.531583
2.12058	0.510509	0.563237	0.505542
2.15984	0.490874	0.533326	0.496276
2.19911	0.471239	0.496559	0.468691
2.23838	0.451604	0.455913	0.449805
2.27765	0.431969	0.414943	0.436939
2.31692	0.412334	0.377192	0.407273
2.35619	0.392699	0.345607	0.39477
2.39546	0.373064	0.322068	0.375196
2.43473	0.353429	0.307098	0.348458
2.474	0.333794	0.299794	0.338536
2.51327	0.314159	0.298001	0.312535
2.55254	0.294524	0.298682	0.292081
2.59181	0.274889	0.298429	0.279862
2.63108	0.255254	0.294029	0.250815
2.67035	0.235619	0.28299	0.23682
2.70962	0.215984	0.263948	0.218726
2.74889	0.19635	0.236874	0.191376
2.78816	0.176715	0.203074	0.180863
2.82743	0.15708	0.164959	0.156288
2.8667	0.137445	0.125638	0.134416
2.90597	0.11781	0.0884015	0.122784
2.94524	0.0981748	0.0561764	0.0943089
2.98451	0.0785398	0.0310427	0.0789333
3.02378	0.0589049	0.0138943	0.0622142
3.06305	0.0392699	0.00429405	0.0342949
3.10232	0.019635	0.000550478	0.0232222
3.14159	0	0	-7.26671e-16
3.18086	-0.019635	-0.000550478	-0.0232222
3.22013	-0.0392699	-0.00429405	-0.0342949
3.2594	-0.0589049	-0.0138943	-0.0622142
3.29867	-0.0785398	-0.0310427	-0.0789333
3.33794	-0.0981748	-0.0561764	-0.0943089
3.37721	-0.11781	-0.0884015	-0.122784
3.41648	-0.137445	-0.125638	-0.134416
3.45575	-0.15708	-0.164959	-0.156288
3.49502	-0.176715	-0.203074	-0.180863
3.53429	-0.19635	-0.236874	-0.191376
3.57356	-0.215984	-0.263948	-0.218726
3.61283	-0.235619	-0.28299	-0.23682
3.6521	-0.255254	-0.294029	-0.250815
3.69137	-0.274889	-0.298429	-0.279862
3.73064	-0.294524	-0.298682	-0.292081
3.76991	-0.314159	-0.298001	-0.312535
3.80918	-0.333794	-0.299794	-0.338536
3.84845	-0.353429	-0.307098	-0.348458
3.88772	-0.373064	-0.322068	-0.375196
3.92699	-0.392699	-0.345607	-0.39477
3.96626	-0.412334	-0.377192	-0.407273
4.00553	-0.431969	-0.414943	-0.436939
4.0448	-0.451604	-0.455913	-0.449805
4.08407	-0.471239	-0.496559	-0.468691
4.12334	-0.490874	-0.533326	-0.496276
4.16261	-0.510509	-0.563237	-0.505542
4.20188	-0.530144	-0.584406	-0.531583
4.24115	-0.549779	-0.596375	-0.552843
4.28042	-0.569414	-0.600221	-0.56364
4.31969	-0.589049	-0.598417	-0.594012
4.35896	-0.608684	-0.594449	-0.607638
4.39823	-0.628319	-0.59226	-0.624686
4.4375	-0.647953	-0.595602	-0.654137
4.47677	-0.667588	-0.607407	-0.662629
4.51604	-0.687223	-0.629263	-0.687828
4.55531	-0.706858	-0.661117	-0.711128
4.59458	-0.726493	-0.701224	-0.719848
4.63385	-0.746128	-0.746388	-0.751082
4.67312	-0.765763	-0.792443	-0.765661
4.71239	-0.785398	-0.834921	-0.780399
4.75166	-0.805033	-0.869783	-0.812209
4.79093	-0.824668	-0.894119	-0.819722
4.8302	-0.844303	-0.906679	-0.84382
4.86947	-0.863938	-0.90815	-0.869792
4.90874	-0.883573	-0.901129	-0.875774
4.94801	-0.903208	-0.889775	-0.908143
4.98728	-0.922843	-0.879186	-0.924026
5.02655	-0.942478	-0.874589	-0.935597
5.06582	-0.962113	-0.880475	-0.970666
5.10509	-0.981748	-0.899805	-0.976829
5.14436	-1.00138	-0.933428	-0.999335
5.18363	-1.02102	-0.979816	-1.02918
5.2229	-1.04065	-1.03517	-1.03116
5.26217	-1.06029	-1.09393	-1.06518
5.30144	-1.07992	-1.14955	-1.08308
5.34071	-1.09956	-1.19556	-1.08975
5.37998	-1.11919	-1.22661	-1.12992
5.41925	-1.13883	-1.23949	-1.13397
5.45852	-1.15846	-1.2338	-1.15381
5.49779	-1.1781	-1.21227	-1.19016
5.53706	-1.19773	-1.1806	-1.1853
5.57633	-1.21737	-1.14677	-1.22216
5.6156	-1.237	-1.11997	-1.24382
5.65487	-1.25664	-1.10926	-1.24126
5.69414	-1.27627	-1.12202	-1.29125
5.73341	-1.29591	-1.16261	-1.29125
5.77268	-1.31554	-1.2313	-1.30526
5.81195	-1.33518	-1.3236	-1.35598
5.85122	-1.35481	-1.43033	-1.33556
5.89049	-1.37445	-1.53826	-1.37879
